sample	color	PC1	PC2	PC3
PI546485	1	-21.3069479139	4.1239595719	-1.0069215646
PI547087	1	-0.2465355069	-4.5094007552	14.0426731243
PI547088	1	-26.9505014152	3.2110033011	6.7437816885
PI547089	1	-10.5427317731	-3.4309746948	11.0361989112
PI547090	1	-4.5798845026	-2.8292147293	12.6750490546
PI548783	0	-9.8935563148	-1.9500786972	-6.8407159356
PI548788	1	4.0909860755	-5.7051858625	-0.2481118736
PI548789	1	5.7269382154	-3.5463462405	-2.9789582018
PI548790	1	4.0558250871	-7.2938773819	-4.3961099018
PI548792	1	5.1574764744	-8.2477127842	-6.6021863597
PI548798	1	4.0052594489	-4.1770222428	12.4133968308
PI548799	1	-1.3870402095	-4.5033742831	6.7219677242
PI548800	0	4.4039361465	-8.2122121057	1.4357859855
PI548801	1	-17.0001838197	-0.0149025562	7.2472805147
PI548802	1	-25.2530252711	4.6113216419	6.9025170635
PI548804	1	1.911361743	-2.4912640235	1.3401536907
PI548830	1	3.1170735569	-6.7052100208	11.9996633843
PI548839	1	2.2477476689	-5.921669645	14.3757894605
PI550442	0	4.5650908675	-5.5887900642	-3.2654465996
PI550443	1	5.343282571	-6.5527496178	-7.1751439225
PI550456	1	-11.1295272098	2.6362138423	4.1329415709
PI550463	1	5.5528939769	-7.2302282126	21.6711458373
PI550470	1	0.5660689083	-4.3917162777	2.5095639727
PI550471	1	4.7186058186	1.045381406	2.1711346478
PI550489	1	1.1169318312	3.3675029165	0.7903828579
PI550491	1	3.5024243252	-4.3220977492	2.7355683276
PI550492	1	12.9290729634	28.6885971921	-3.2813390265
PI550496	1	6.2071918419	-1.7373344679	-3.6681237688
PI550497	1	3.935089298	-3.4877679643	-1.1050916347
PI550503	1	3.0626649394	1.1778370179	5.1054198729
PI550514	0	4.0446571602	-5.2115686024	-1.3258611937
PI550515	0	7.2442815229	-8.8118880907	5.0168829277
PI550516	0	1.6339920964	-1.932305702	-0.4977917178
PI550517	0	5.1250910802	-3.2566339125	0.2031467081
PI550519	1	5.6190955781	-3.1142677897	-1.8261928474
PI550520	1	3.2206573552	-0.64015489	1.454301877
PI550521	1	5.4412078628	-7.0795628294	19.3246497383
PI550526	1	4.9632540284	-5.5093950969	-3.9557397838
PI550527	1	-17.9996139119	1.2678880481	0.8349508673
PI550530	1	3.344934578	-2.1201580642	-1.6254782854
PI550531	1	5.1435308074	-0.8309449358	0.9108925354
PI550532	1	2.5669626509	0.7512845888	-1.4595958443
PI550534	1	6.7312247052	-9.6969918705	-9.0227831944
PI550540	1	0.9266830918	3.8950950765	1.3396754858
PI550541	1	3.0930883139	-1.1521084354	1.5893256074
PI550542	1	2.6468723545	0.8569434916	-1.4255802908
PI550546	1	6.0824800467	-10.562337002	-9.8680330266
PI550548	1	5.8729834129	-10.5993511594	-7.8774661784
PI550552	0	3.0081556496	-2.202607672	0.5825417302
PI550554	1	4.862056047	2.3202795978	0.4354528809
PI550556	1	-0.5416685542	-4.7346757439	2.4488210562
PI550559	0	2.739764791	-5.7595574001	-3.978210809
PI550561	1	0.4503503811	-2.6227745882	2.7873592118
PI550565	1	-26.530665248	4.0869926689	4.7888493674
PI550571	1	12.7086379226	30.3134657254	-3.2475966905
PI550573	1	4.5106765238	1.4578241702	2.5833736169
PI550574	0	3.2734839787	-5.2371648862	-0.9856985089
PI550695	1	-6.6983329429	-4.9992321959	8.1777104353
PI550900	1	3.3731490342	-8.1682093299	-6.9130883464
PI550901	0	5.3500875409	-9.3254501499	-7.4947795085
PI550902	0	5.1668161792	-9.2655180685	-7.2720971677
PI550903	0	5.4080219292	-8.8985553032	-7.8474978161
PI550904	0	3.5717741525	-3.8442169521	-6.1167686993
PI550905	0	4.6619939735	-10.4601354067	-9.2618821356
PI550906	0	4.7846565613	-9.188785048	-9.3029973595
PI550907	0	5.6218135821	-8.8960011213	-10.9522995996
PI550908	0	5.9304678011	-8.7148913452	-9.8354318459
PI550909	0	6.0193731684	-9.8351160621	-7.5908204394
PI550911	0	4.9368305431	-8.4115004011	-8.5864636869
PI550913	0	5.9627011098	-10.0683848719	-6.7340368662
PI550916	0	4.7296385307	-7.3777403006	-7.2035404206
PI550917	0	5.6327944505	-8.7099571053	-7.9707421349
PI550919	0	5.2641346457	-10.1890911212	-9.9656701392
PI550920	0	5.2307585148	-6.5805201637	-6.9390549287
PI550922	0	7.0071846776	-9.005762428	-7.9788823016
PI550923	0	5.7043529153	-7.2851209062	-6.8958871064
PI550924	0	5.4571322766	-5.9070306904	-5.8841171363
PI550925	0	5.1708750034	-9.8356693902	-8.5068216269
PI552815	1	2.4196057334	-2.496016689	2.3024892614
PI554612	1	-32.0927617697	3.1976887839	-5.7577400045
PI554615	1	2.0078907835	-3.6839075851	17.6665691044
PI554616	1	4.5297008679	-4.0698764385	3.5406880306
PI555650	1	1.4690356707	-2.7122804355	9.4012501042
PI555651	1	2.8731802632	-7.4135766654	11.8689047039
PI555660	1	-7.0148483575	-3.2479750926	13.4103600386
PI558517	1	3.1760185483	-2.652567361	3.243833111
PI559375	1	-30.6966942416	2.8130746435	-1.4902938874
PI559380	1	-11.6392821178	-0.8131855414	11.2443114515
PI559381	1	-30.3637713878	4.1536658476	-9.1107739112
PI559382	1	-30.321557327	3.7709901525	-8.9533130243
PI559383	1	-10.5668341379	-1.4576963064	6.2666403631
PI559916	1	-21.931149006	5.3821503331	-4.3693701019
PI559917	1	-12.6865310779	-1.2564698408	12.3387286647
PI559918	1	-2.1357657867	-6.3336379725	10.0352716561
PI559919	1	-9.4056009774	4.8439681178	1.4322473204
PI559920	1	-7.4680530798	-1.0422120236	2.6768355284
PI559921	1	-12.0217487095	-3.6397447365	10.8054966825
PI559935	1	1.0695614617	-4.4848587358	12.5351970086
PI559944	1	-25.8317493449	2.539223786	7.1031870335
PI559945	1	-1.921754421	-5.1791733202	16.4613363763
PI559946	1	-8.7775568478	0.1318845037	9.1805465427
PI559949	1	-18.1892219358	5.1359438512	7.7272987774
PI559952	1	3.4342376753	-3.1143952326	3.69252163
PI559953	1	-24.2069318756	2.7313531831	3.8674388538
PI559954	1	-26.4001987704	2.2641390389	6.6202659676
PI560075	1	-21.9405942834	3.0463908343	6.9728783579
PI560082	1	3.6014900367	-3.0270484117	2.6469522183
PI560316	1	-29.0622288084	3.9599087233	-6.5813677776
PI561515	1	5.8909252823	-1.7427579306	-0.8201390246
PI561516	1	2.6099034497	-1.454698785	0.3577088432
PI561517	1	2.1440547577	-1.7000861353	-0.3781331758
PI561518	1	4.7204149052	-8.3734760712	-4.2659127826
PI561521	1	0.2313050678	-3.576424055	-3.697764264
PI561522	1	3.1053735599	-1.1119768671	2.1568985139
PI561523	1	-2.50156473	-1.4383783895	-1.8460192644
PI561525	1	2.3097227125	-1.2962602789	0.2682849227
PI561526	1	5.5900057431	-5.0745867272	-3.7474201773
PI561527	1	6.4107635215	-3.4769950671	0.9999089433
PI561528	1	0.9275013783	-5.421848591	-5.1471248458
PI561529	1	-11.4707711032	0.4722675928	3.8525546808
PI561531	1	4.1237764639	-3.611744924	-0.4105712164
PI561532	1	6.7995822478	-7.0664492026	6.7019683489
PI561533	1	2.9788321911	-5.6218086606	-3.8572114465
PI561534	1	2.297285241	-1.0701557356	-0.1322982553
PI561601	0	5.694029324	-7.517365836	-8.380283076
PI561602	0	6.0228793144	-7.5483284739	-9.7902648049
PI561603	0	5.6124031414	-7.1240213222	-9.1700202752
PI561604	0	4.5062020688	-4.7940046721	-6.1183261416
PI561605	0	5.1955507041	-7.4125851385	-6.8189026458
PI561606	0	5.7358944215	-6.9968524112	-6.1396653318
PI561607	0	5.287501294	-4.3891307925	-6.4177216767
PI561609	0	6.6808882674	-7.6588745216	-8.4804462624
PI561610	0	5.4205431664	-8.0258510994	-6.9391512997
PI561613	0	5.1840596663	-6.5644955237	-6.7407843618
PI561614	0	6.6110542077	-8.3889486943	-6.9834985067
PI561618	0	6.0022940365	-9.0890674009	-9.5021758447
PI564683	1	4.0183198638	-2.1277559572	2.7705594179
PI564716	1	5.4721165523	-3.0734582053	-2.3447187194
PI564717	1	5.8211857142	-4.1422480507	-1.4068170488
PI564852	1	-9.0933322448	1.9508085392	2.0156699675
PI567792	1	7.6279891382	20.2642309066	-0.6342340013
PI567793	1	9.1596953616	18.8243287678	-2.1851318173
PI567794	1	5.8584742194	8.7470452337	-0.5377510942
PI572413	1	2.1223599423	-0.3686708829	5.1269652292
PI583846	0	7.009494118	-3.8121837552	-2.3347821258
PI583847	1	-21.3759251124	1.628738463	0.0978397236
PI584529	1	1.3099259772	-2.2396037114	4.9582623167
PI586935	1	4.1973796986	-8.5874300199	-6.8106523067
PI587126	1	2.3647594848	-1.805756007	4.4324997587
PI587146	1	-0.3684644173	-4.2368772133	1.8784026084
PI587153	1	4.662429363	-0.5462554291	-1.5627759896
PI591014	1	4.7699034254	-6.3055495449	-7.4779186696
PI591015	1	5.153642111	-6.3814753226	-7.3244451983
PI591022	0	3.570145218	-6.5669431244	-3.3832073578
PI592733	1	6.4795021672	0.1290091231	-0.6808205379
PI592735	1	-24.3359396629	1.648938645	-9.7673421439
PI592741	0	-3.1820904761	-1.2898268088	-3.2175105037
PI593007	1	-18.1563371781	0.4031549155	5.7600792774
PI593008	1	-3.2443705898	1.9535276097	0.6955029078
PI593010	1	5.0170817405	-7.9686489003	-9.2130868388
PI593011	1	6.4551460374	-8.8459513762	-9.0591835468
PI593012	1	2.7649669429	-5.8427037072	-5.2955417198
PI593014	1	5.3655151327	-5.7643305107	3.8912454693
PI593015	1	6.4041611635	-10.095274933	-7.9296140146
PI593017	1	-7.1566076118	-5.0597455938	-5.6853761024
PI593019	1	-17.2809874323	-1.2602432705	1.6352414052
PI594045	1	1.5328565335	-4.7322503129	3.291034909
PI594050	1	-11.0792889007	5.0531949224	1.9580874264
PI594051	1	-13.6993771172	4.9756846578	1.5044904194
PI594052	1	-10.2956973632	2.8589111794	5.7092321388
PI594053	1	-6.2501451595	2.6943798143	5.1238567355
PI594054	1	-14.6675343326	6.0144882662	5.8284061168
PI594055	1	-8.1339978272	2.0298423434	7.6859034033
PI594056	1	-6.9342059428	1.7916858069	4.9702483032
PI594057	1	-14.7271169023	5.9884873326	5.8830271593
PI594058	1	-7.8867113346	4.2805376852	6.2739384969
PI594059	1	-9.6643673553	4.9350194955	1.5983433247
PI594060	1	-9.5249231187	3.4438664358	5.8967026316
PI594061	1	-14.7501629277	6.0236881875	5.8325542065
PI594062	1	-11.4361415299	4.6114633499	6.3978844649
PI594063	1	-11.5786714761	4.7265943302	6.4133696002
PI594064	1	-8.5800047869	5.0907048589	6.6273779937
PI594065	1	-5.9004500747	3.9548196028	4.1993254242
PI594066	1	-5.5488084922	4.5095253614	4.3381644662
PI594067	1	-9.8482901205	2.5002863637	6.6782353572
PI594068	1	-13.9240858822	5.8174504584	0.8567618769
PI594069	1	-3.6508421488	2.4276048921	4.9395464431
PI594070	1	-5.3926380893	3.65790316	3.4904873144
PI594071	1	-3.5148272711	2.8813040127	3.1602197098
PI594072	1	-8.6114404046	2.2853043989	6.4669461797
PI594073	1	-6.911862673	2.4913759831	6.430856531
PI594074	1	0.1384178498	2.1861647852	5.259869278
PI594075	1	-8.6968542817	3.6312056496	5.6451546685
PI594076	1	1.4451218495	-2.6912291052	11.3657710239
PI594077	1	2.8578696544	-3.0627272939	13.6873640465
PI594078	1	5.1697532176	-4.2244298873	12.2671493024
PI594079	1	5.115501162	-6.5173441093	12.7068175856
PI594080	1	2.9450694395	-1.6504389304	15.5180473435
PI594081	1	4.1529644513	-5.3283407276	12.2264237034
PI594083	1	-11.4758981448	4.7349253158	6.3923304242
PI594084	1	-11.4466577335	4.6807647268	6.5833147336
